trade_date,510050,IH,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600918.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601818.SH,601857.SH,601888.SH,601899.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
20201117,,,0.018344505747712632,-0.4284033116142249,-0.17985478949586756,0.4058077752990631,-0.11294427250161099,0.02919459744666439,0.011665457298081175,0.07799161448132626,0.3334071475614756,-0.47951450040432164,-0.08377780254334594,-0.36708334826093864,0.32744134681815473,0.0006502640675835631,0.2682939480805931,-0.2939210025440328,-0.05564807100768747,-0.5166318688788896,-0.08358412563916007,0.09876651405904253,0.20681405016061694,-0.19947088206235142,0.5959103603428644,-0.2726716869688086,-0.23373517789855633,0.8333679523525889,-0.4139075676311507,0.11157676392803835,-0.051846917119314294,0.888936196434863,-0.2792493983469168,0.3744490028247288,-0.14398443892640533,0.1517185127807065,-0.224729341797696,-0.2947719991971899,-0.007914110734149911,0.3359260637077497,0.21192861428129614,0.2480801979340742,-0.21678979321765354,-0.06836243036376577,0.020550874790757713,0.10561389594056537,0.4321369917231914,0.1299942764989288,-0.5068803639086668,-0.5723645882118862,-0.3827246420467202,-0.7661066429298634
20201118,,,0.01762631672431198,-0.44013509578506865,-0.1785729701299262,0.4005655369717859,-0.11166460693134322,0.03198760253630336,0.020512122608687552,0.08107995676475983,0.34014793820316563,-0.46629766332260414,-0.07276735759965207,-0.36735449031810125,0.2985780005425207,0.016976482117005615,0.26499088584535285,-0.3026114850547937,-0.0951951329239573,-0.532911248818046,-0.09115281371478179,0.08823081643719329,0.21205716983295136,-0.1817990537045442,0.5309733377986037,-0.266015237903954,-0.22083480423558008,0.8174184114955229,-0.4115046903291765,0.12934281571795014,-0.04614859383437874,0.8831831697241295,-0.26351798616754324,0.39437550874604255,-0.13728675600519852,0.1542126517110771,-0.23627628707576426,-0.2972456246434755,-0.004133722668807165,0.34358949072482525,0.21157394984672293,0.2496512634625096,-0.2071285537217746,-0.05241363924960938,0.017152915503952287,0.12056205693464084,0.37463916699393085,0.12764842255683556,-0.5335213911049732,-0.5628049191222844,-0.3836962521709565,-0.7522940923099489
20201120,,,0.011261670253764872,-0.44402228392368576,-0.18009239111970884,0.3987206327094507,-0.1206947125393199,0.03675170587808887,0.005123681135820225,0.04929561776410713,0.33689167757399674,-0.47775779992580225,0.0034117415024487044,-0.36868588240781747,0.31597314764884554,0.07110089641264242,0.2718138537619866,-0.2878458483845376,-0.09179077313860072,-0.5459680317980034,-0.09892779704335952,0.07599385479134035,0.168284356791187,-0.18358151113288013,0.5599184296305726,-0.2630682714762444,-0.21417140198819004,0.8632498431116088,-0.4217970199248002,0.15556882604954492,-0.041652763915339584,0.882631708684499,-0.25680942678617796,0.3855546725774073,-0.13844287077272016,0.1552576102599594,-0.24573097156301232,-0.2960884728122585,-0.006105540753025855,0.3338137940354534,0.21135511700188722,0.24759102444954773,-0.20882936704692254,-0.057929486216592115,0.01236202696052286,0.14345703666567844,0.3676195133852861,0.1488018015392335,-0.5041162304650133,-0.5483169109592174,-0.41607761728354475,-0.8350549746576669
20201123,,,0.004433434055826718,-0.46312798976311614,-0.1815333958754534,0.41299048214408574,-0.1202596327513773,0.0689140212830099,0.0025382589584041527,0.05573647569748515,0.3448228653424774,-0.4714775537657918,0.04247374002474619,-0.3816621403144069,0.3234034670438667,0.08192907564910495,0.2869948797443172,-0.29413741211303185,-0.07001050461559673,-0.5287995063118219,-0.040928881983562676,0.10090609194941541,0.12511794288460046,-0.20527754332081416,0.6057347927300398,-0.26298141280891635,-0.2173591874841577,0.812838540928933,-0.4316129977789996,0.2058519739000678,-0.05609604071504278,0.8941791810964284,-0.27139025867058014,0.3405073197374898,-0.137931080409053,0.15474530638700032,-0.24451557058978574,-0.3053686332279527,-0.0035103709244180656,0.34136442674097334,0.1960512055628881,0.25744019851906497,-0.21313022583331712,-0.08157080481322579,0.026573189974586055,0.14980019808303363,0.34353115266586154,0.15052938929582482,-0.43816292920022504,-0.5518393036710705,-0.44056295028311476,-0.8434674315551186
20201124,,,-0.000855894454608359,-0.4507573748135573,-0.18040992751196275,0.4097848853217909,-0.11780046815739884,0.02351185975643061,-0.014553254257345796,0.03329951858292359,0.34599351862232774,-0.49983820435307313,0.0343147414705047,-0.37903975231457604,0.325259238679931,0.023304859425859442,0.2815702607094907,-0.2896101204596691,-0.054974497640465844,-0.5173118932390065,-0.04230644854512142,0.06572119928239017,0.14559507337653915,-0.1669014666029066,0.5691015777921109,-0.212213916563072,-0.23657177497227708,0.7416433435831465,-0.4186066720148793,0.1550524061448162,-0.048122906408828874,0.8933200220465591,-0.2582432253716081,0.32670003005478576,-0.13684522623172457,0.15392472751126365,-0.24184988181218797,-0.3112326298645427,-0.009497486752348681,0.32436948121344567,0.19687617393278853,0.24630694654833274,-0.20578092015150753,-0.08883849586863146,0.025726478212310257,0.13019767017814254,0.3016988880315412,0.1790950074379858,-0.42997099057996024,-0.5678749107878622,-0.392717455576583,-0.7992492420842748
20201125,,,-0.00880272946678279,-0.4267793946728677,-0.17816351010586304,0.39983654772954513,-0.1187633955405692,-0.008871781244280091,-0.002992748542865773,0.04695513562660842,0.3439718397519015,-0.4951114350422666,0.007629772729887734,-0.3686393832852454,0.34845237711806276,0.027951409525174113,0.25827227800639757,-0.2936227238565858,-0.04410102218017091,-0.5146618040705582,-0.035877181683293985,0.03205083564057832,0.13850515910768985,-0.1589714791656553,0.5877621244307494,-0.21395681458334978,-0.2334938328399059,0.7264898051869028,-0.43293347086485073,0.15731822862157097,-0.0472646017862025,0.8746785948970532,-0.24294999875838436,0.31299252872638983,-0.1500845979533213,0.1500568748419208,-0.23601910061614667,-0.29305721522365924,-0.007978341648332195,0.3382334265615784,0.21972327468878203,0.2369002574424922,-0.20206320078325887,-0.10683331962840303,0.02315380415760828,0.1001718687428176,0.30037058039970155,0.17206800947663603,-0.43234794249885466,-0.5570019792954815,-0.37320177332280013,-0.8117848363894672
20201126,,,-0.009049577493163827,-0.4321967871715235,-0.1772100592864311,0.3962987221989044,-0.11374145450740453,-0.021228228847263386,0.0027147002035451985,0.05070281160454455,0.3392188099701924,-0.47425262486296205,0.03274416596611347,-0.38192588228287366,0.367609633018544,0.031191343712940082,0.2625222138195253,-0.2735758414509684,-0.029596830848121095,-0.5220927726714193,-0.027525584668678472,0.06791186450152598,0.11607498165973062,-0.15558802530972393,0.5823216146712515,-0.21774412358870374,-0.22060761910892554,0.6903130416322801,-0.4565924844147749,0.1537993650668399,-0.03385207797863209,0.8654634015596845,-0.2405794472708988,0.29717994800851577,-0.1523846659398354,0.1500061662607257,-0.23058967107263773,-0.2767640866625759,-0.006933984833736554,0.33569268937121677,0.23026493440698995,0.22830540247368958,-0.2094909707964702,-0.11293710077377123,0.01465229240934822,0.06516987846501816,0.282709244071363,0.1518100118229469,-0.4118372800051574,-0.5640859365064479,-0.39789645812321317,-0.8078976932616723
20201127,,,-0.0053912192687408985,-0.4290931575800871,-0.17570760508193714,0.38620321621988907,-0.11319184380545722,-0.017345674761966946,0.010374594892517536,0.0466136959263189,0.338668513675028,-0.49675686971323785,0.003320455672692333,-0.37333372604091536,0.38376195286888237,-0.00249020601412203,0.26461763625167195,-0.27778864811236165,-0.022248796815301456,-0.49378850751091313,-0.014254378522532786,0.06099673201861039,0.1314896816659879,-0.14159629074376162,0.5880066463798961,-0.20073396192101575,-0.2091807433767743,0.7020752699239964,-0.44231567981725567,0.12316059506476253,-0.02164368196646495,0.8597445581131062,-0.23591513185747898,0.31513635579346855,-0.15020468052373182,0.15210812724238829,-0.2561365876412249,-0.29544752288670584,-0.005414729948297127,0.2760330598552816,0.2234776863277975,0.23765427760838076,-0.2114711989208922,-0.10246320480256343,0.018057214255000065,0.06547360882572446,0.30379946685032133,0.18212086305388658,-0.4177337619538751,-0.5474444398013394,-0.42352510256855,-0.7823868031199898
20201130,,,-0.009119487166501636,-0.44339715979311695,-0.17449698204548944,0.39035294557705424,-0.1084244014836977,-0.023336235405308166,0.009597907952763125,0.0530061631378635,0.3427216957188516,-0.4621510614853729,0.0294520865503773,-0.3707389286701292,0.4110978997314838,0.015627189849944018,0.27004898248501347,-0.27043931783723274,-0.018310599628563854,-0.4748223073776176,-0.019498171691041212,0.0906058267574092,0.14325382972233242,-0.1308112405287783,0.594387157126576,-0.1930346398742895,-0.21112094724385919,0.6668998452378375,-0.4779055227719205,0.1205169679341306,-0.02297476961770852,0.8464081109385724,-0.2269831310029971,0.3126825133925619,-0.14209605010933385,0.15539699695290252,-0.2589012316363329,-0.30669405439868713,-0.007991078805403647,0.24518058269140502,0.24348288203165533,0.23957067601905574,-0.1995600698243278,-0.10116197723008485,0.02959841520526261,0.03973466909402343,0.29132169093817495,0.17835296912187154,-0.44162818607131327,-0.5503161391440627,-0.39690828367607844,-0.769464997296781
20201201,,,-0.018077144557582796,-0.4251400868149077,-0.18868775927846607,0.3950575741332967,-0.11562314140623842,-0.03819588823406781,0.006778768833084887,0.037507802259237576,0.3451826680984349,-0.5237355126039798,0.057195538689442264,-0.3779183591464795,0.4110686824916727,0.05783299320934865,0.28967671851999127,-0.2666359365681793,-0.005508111272700237,-0.473359673618396,-0.01725652028950534,0.0853149889853806,0.11551334249175901,-0.14723579252929064,0.622027498568859,-0.1924045594325303,-0.2004486281815321,0.6478021650571987,-0.47640804189375535,0.12391117275315745,-0.03797521859125543,0.8456818039929954,-0.2185632679729252,0.32104060816487967,-0.14014286631185996,0.13820725032374717,-0.25695549896245,-0.30384784188847336,-0.049779032320370065,0.2429453512827992,0.23537723492868692,0.23346981571020392,-0.2077688254547774,-0.09311388318604474,0.03396220468461881,0.04544809028463945,0.3208184943589326,0.19029582917504717,-0.42467260896507886,-0.5529348898389614,-0.419140446761479,-0.7876106744656503
