trade_date,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600918.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601818.SH,601857.SH,601888.SH,601899.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
20201102,9.25,63.15,5.13,3.91,28.08,26.2,40.25,15.49,4.71,24.1,53.05,89.23,79.58,32.2,1674.01,24.19,88,51.07,45,26.39,22.67,102.56,229.58,13.99,37.9,35.93,13.13,73.73,41.49,16.7,13.16,17.8,17.97,3.17,77.23,61.55,4.94,31.28,44.68,5.1,19.38,3.88,4.06,194.4,7.19,37.7,114.1,161.54,217.82,205.6
20201103,9.3,64.25,5.16,3.95,28.73,25.27,41.24,15.57,4.82,23.81,53.92,90.15,80.05,32.2,1695,24.84,90.35,51.65,45.98,26.9,23.2,102.74,225.99,14.24,39.11,38.4,13.41,70.96,42.9,16.83,13.38,17.91,18.41,3.18,79.16,62.7,4.95,31.93,45.78,5.16,19.64,3.98,4.12,197.76,7.65,41.47,113.7,160.7,215.59,203.3
20201104,9.34,64.38,5.15,3.93,28.73,25.68,42.93,15.54,4.78,25.41,52.95,90.17,83.13,30.17,1699.58,24.6,88.1,54.54,45.76,28.18,22.89,103.17,231.48,14.21,39.46,38.93,13.41,69.8,42.81,17.12,13.47,18.35,18.26,3.17,79.5,59.96,4.95,31.81,43.43,5.23,19.24,4.02,4.11,202.43,7.67,44.3,115.05,162.16,211,205
20201105,9.36,67.04,5.17,3.96,29.19,26.74,42.79,15.92,4.87,27.5,52.84,91.2,83.55,32.17,1721.9,24.89,93.16,54.61,45.82,28.25,23.23,104.96,234.19,14.28,39.48,38.52,13.6,73.99,43.57,17.23,13.81,18.18,18.57,3.18,80.94,58.92,4.95,32.28,42.74,5.27,19.39,4.05,4.12,200.1,7.66,47.2,116.9,168.65,214,206.8
20201106,9.39,66.96,5.17,3.98,29.24,27.49,42.48,16.16,4.88,27.72,49.45,88.89,85.86,30.6,1700.62,25.82,92.6,54.74,46.35,28.9,23.83,105.29,234.74,14.22,38.88,37.77,13.8,71.33,43.14,17.83,14,17.99,18.68,3.2,81.3,56.98,4.96,32.01,41.28,5.37,19.22,4.06,4.13,196.32,7.9,51.92,116.41,169.9,219.31,212.16
20201109,9.43,70.21,5.22,4.01,30.27,27.54,43.03,16.19,4.93,28.4,51.51,89.37,87.4,32.2,1742.57,25.9,94.1,55.33,48.4,28.41,25.17,115.82,235.49,14.68,39.51,38.22,14.9,72.17,45.52,17.92,14.4,17.99,19.11,3.21,82.98,58.24,4.98,33.45,42.59,5.31,19.96,4.08,4.18,199.5,8.13,57.11,119.45,168.87,239.45,225.09
20201110,9.46,74.3,5.22,4.04,29.75,27.32,43.72,16.12,4.87,26.75,56.66,87.95,90.24,33.56,1745,24.89,94.66,54,47.96,28.5,24.95,113.78,249.8,14.66,38.94,36.98,14.4,74.79,44.79,17.85,15.06,18.56,18.91,3.21,83.2,58.79,5.02,33.63,42.65,5.27,19.66,4.07,4.2,185.27,7.7,60.11,120.31,167.79,224.91,216.44
20201111,9.56,74.1,5.23,4.12,29.26,28.31,44.35,16.4,4.92,26.25,56.8,86.17,88.5,32.8,1731.35,24.66,89.16,55.97,46.66,28,24.38,107,251.55,14.45,39.26,36.42,14.15,73,43.37,18,14.54,18.68,18.69,3.23,83.52,59.46,5.07,33.8,42.77,5.37,19.29,4.18,4.27,184.6,7.53,59.6,114.87,167.2,202.42,202.01
20201112,9.43,75.29,5.17,4.06,29.12,28.7,43.58,16.27,4.85,26.42,59.14,86.55,90.48,32.45,1734.79,24.4,88.88,55.84,46.71,28.65,24.81,108.02,255,14.19,39.01,36.41,14.05,70.05,43.15,17.72,14.48,18.49,18.38,3.21,82.27,59.23,5.01,32.94,41.9,5.31,19.12,4.15,4.22,196.15,7.67,56.22,117.2,164.37,204.17,203.4
20201113,9.36,75.93,5.13,4.02,28.71,28.16,42.58,15.78,4.78,26.19,57.33,85.5,87.9,30.92,1705,24.45,88.67,54.98,47.63,28.4,25.79,109.83,250.1,13.93,38.32,38.34,14.1,66.56,43.03,17.48,14.35,17.77,18.05,3.18,80.34,57.38,4.96,31.78,40.7,5.25,18.65,4,4.18,192.5,7.64,57.2,117.7,162.81,201.79,207.15
20201116,9.45,78.32,5.16,4.1,28.97,28.3,43,15.99,4.81,25.9,57.81,85.63,91.95,31.29,1730.05,24.74,93.6,56.76,47.97,28.73,25.45,107.1,273.21,14.01,38.22,38.69,14.18,66.87,43.14,17.8,14.28,17.67,18.16,3.19,83.1,58.41,4.98,32.36,41.41,5.29,18.64,4.01,4.25,186.45,8.19,60.38,120.85,162.36,199.8,200.5
20201117,9.53,78.49,5.17,4.12,29.13,28.26,43.84,16.56,4.83,26.06,53.4,85.53,90.39,29.48,1715.8,24.31,92.75,57.76,48.02,29.1,26.34,105.68,266.8,13.94,37.97,36.66,14.21,65.19,42.63,17.85,14.14,17.91,18.15,3.19,84.03,58.43,5,32.7,41.42,5.32,18.6,4.05,4.28,181,8.21,58.93,116.51,160.06,202.7,214.64
20201118,9.7,81.04,5.21,4.11,29.15,27.5,44.75,16.73,4.83,25.65,51.54,86.61,90.39,29.63,1693.65,24.37,90.3,57.5,44.08,28.11,27.19,105.7,258.98,14.02,38.33,38.05,14.29,62.74,43.09,17.79,14.4,19.2,18.24,3.21,85.37,60.01,5.03,33.08,42.82,5.31,18.74,4.24,4.26,175.25,8.42,60,105.87,161.5,202.54,210.8
20201120,9.67,79.65,5.19,4.09,29.42,28.92,45.05,16.96,4.81,27.12,52.54,86.91,90.6,32.07,1719.96,24.45,90.7,56.2,45.75,29.54,26.98,105.71,269,13.24,39.23,41.94,14.43,66.89,43.62,17.73,14.25,19.02,18.31,3.2,84.54,59.9,5.03,33.68,42.51,5.33,18.79,4.19,4.24,185,8.98,58.36,109.1,164.26,202.35,207.6
20201123,9.9,79.16,5.23,4.2,29.9,30.1,45.4,16.96,4.88,26.85,54.77,86.12,89.41,32.79,1790.21,24.62,90.03,56.96,44.78,30.4,27.38,105.84,266.91,13.56,39.51,42.28,15.03,67.7,44.29,18.38,14.17,19.94,18.92,3.24,86.22,60.09,5.07,34.25,42.64,5.42,19.06,4.4,4.31,187.89,9.16,62,107.5,162.54,200.5,210.61
20201124,9.85,79.94,5.21,4.19,29.53,30.11,44.87,16.78,4.88,26.05,53.02,87.17,87.25,32.06,1763.5,23.97,88.19,57.14,44.44,28.95,28.17,105.77,265.77,13.6,38.7,43.46,15.27,66.88,43.4,18.4,14.17,20.08,18.79,3.23,85,58.7,5.05,33.95,41.89,5.44,19.08,4.38,4.33,193.39,9.15,62.75,105.04,163.25,205.2,210.6
20201125,9.81,80.17,5.2,4.23,29.22,29.32,44.43,16.83,4.88,26.18,53.15,86.13,84.18,31.88,1726.88,23.88,85.48,55.56,42.8,28.3,28.05,103.51,255.59,13.46,37.79,41.58,14.89,66.78,42.23,18.42,14.09,19.76,18.57,3.22,87.25,59.82,5.04,36,42.2,5.37,19,4.34,4.31,189,8.62,60.18,102.2,159.2,209.9,205.8
20201126,9.98,81.9,5.23,4.26,29.3,29.61,45.09,16.89,4.9,24.95,51.59,86,82.1,31.57,1734.39,23.8,85.41,55.01,42.14,27.34,27.6,101.46,255.15,13.55,38.12,42.91,15.64,67.47,42.58,18.96,14,20.41,18.66,3.23,89.15,61.45,5.09,37.85,41.98,5.4,18.92,4.45,4.29,191.25,8.86,62.2,103,160.05,202.77,201.76
20201127,10.2,79.95,5.35,4.28,29.98,31.11,45.85,17.4,4.92,27.08,51.35,86.95,83.88,31.27,1737.9,23.91,85.75,55.5,42.31,28.3,28.09,103,256.26,13.56,38.3,45,15.91,69.5,44.08,19.3,13.83,20.61,18.94,3.32,90.1,62.02,5.39,38.48,42.8,5.5,19.3,4.5,4.3,193.2,8.95,62.95,102.83,161.87,205.8,203.59
20201130,10.06,78.52,5.3,4.19,30.3,30.71,44.2,17.22,4.9,26.51,52,85.99,81.2,30.8,1713.91,23.84,88.43,56.5,43.7,26.97,26.85,105.4,240.68,13.5,37.79,45.32,16.64,68.7,43.71,19.62,13.81,21.02,18.72,3.29,90.03,61.23,5.32,38.65,42.41,5.43,19.3,4.34,4.31,193.2,9.29,65.19,103.33,159.2,215.44,206.59
20201201,10.3,79.71,5.41,4.23,31.3,32.23,46.2,17.25,4.95,26.5,52.42,87.61,84,31.61,1737,24.11,90.14,56.28,44.43,27.7,29.32,105.95,249.82,13.76,38.55,48,17.49,69.92,44.69,19.74,14.08,21.6,19.29,3.36,93.38,62.16,5.47,39.85,43.1,5.51,19.79,4.43,4.3,196,9.39,68.02,108.48,165.19,216.88,207.07
20201202,10.25,79.51,5.37,4.22,31.08,32.39,46.8,17.37,4.92,25.71,52.47,87.53,82.96,30.5,1738.01,24.32,90.68,56.06,43.76,27.71,29.62,108.57,249.43,13.71,38.54,47.42,17.34,69.72,44.44,19.99,14.05,21.3,19.18,3.33,92.85,63.75,5.45,39.28,42.45,5.5,19.72,4.35,4.3,195.52,9.35,68,108.05,166.7,218.77,215.09
20201203,10.24,80.2,5.39,4.2,30.9,31.66,46.49,17.27,4.87,25.62,55.4,89.99,83.15,30.02,1749,24.33,93.18,55.47,44.27,27.35,28.95,108.7,257.34,13.64,38.94,46.3,16.9,69.43,44.67,19.07,13.87,21.24,19.09,3.31,91.87,63.99,5.38,38.98,42.13,5.38,19.63,4.32,4.3,194.93,8.86,65.98,110.07,171.55,217.09,212.98
20201204,10.17,81.06,5.36,4.18,30.3,32.05,45.78,16.96,4.83,25.24,55.29,91.32,84.36,29.4,1793.11,24.36,94.3,55.87,44.11,27.22,29.01,110.62,262.94,13.44,39.79,48,16.57,69.24,44.03,18.89,13.84,21.12,18.89,3.27,92.19,63.35,5.31,38.79,41.71,5.3,19.43,4.31,4.29,196.43,9.13,63.7,110.97,181.95,217.64,216.5
20201207,9.99,79.66,5.28,4.11,30.01,31.93,44.42,16.54,4.78,24.34,54.08,89.88,83.24,29.75,1812.4,24.07,96.88,54.23,45.98,27.02,28.58,111.18,261.08,13.33,40.18,47.7,16.44,71.72,43.44,18.48,13.71,20.5,18.51,3.24,90.38,61.96,5.19,37.81,41.9,5.21,19.2,4.19,4.24,207.75,8.81,63.45,111.03,181.98,216.86,214
20201208,9.98,78.89,5.32,4.1,30.01,31.48,44.26,16.46,4.79,24.36,53.53,90.07,82.99,29.2,1850,24.5,98.15,53.44,46.29,26.97,28.58,107.75,265.1,13.24,40.68,46.99,16.23,72.54,42.79,18.4,14.14,20.26,18.44,3.22,88.05,62.1,5.12,37.67,41.81,5.17,19.14,4.12,4.21,208.03,8.91,63.75,110.9,183.5,218,213.5
20201209,9.91,76.39,5.36,4.07,29.29,30.81,44.24,16.29,4.75,23.68,55.07,88.24,82.6,28.44,1840,24.03,102.47,52.93,44.84,26.31,26.86,104.92,271.9,12.96,40.24,44.9,15.5,73.37,41.85,18.6,13.82,20.45,18.05,3.23,87.87,60.69,5.1,37.4,41.75,5.15,18.68,4.1,4.18,202.33,8.71,60.65,108.82,184.1,217.13,207.26
20201210,9.82,75,5.3,4.06,29.16,30.85,44.28,16.21,4.7,23.76,54.84,89,82.12,30.9,1832.9,23.7,102.59,52.91,44.63,26.2,27.35,104.59,279.58,12.75,39.43,45.05,15.68,74.1,43,18.54,13.43,20.28,18.01,3.23,87.68,59.68,5.06,37.35,40.53,5.14,18.59,4.06,4.19,207.8,8.55,60.2,109.66,190.21,232.41,209.9
20201211,9.7,75.3,5.19,4.12,28.75,31.5,42.68,15.98,4.67,23.8,57.02,89.5,81.82,30.75,1820,23.48,100,52.45,43.78,26.3,27.51,108.5,292,12.57,39.04,44.15,15.73,72.8,43.49,18.63,13.47,20.12,17.79,3.22,86.1,59.08,5.08,36.77,39.78,5.1,18.33,4.03,4.22,206,8.43,60.49,109,186.2,232.75,200.5
20201214,9.75,76.2,5.22,4.06,28.84,31.31,44.37,16.21,4.66,24.37,56.23,90.11,80.26,31.37,1829,23.53,102.35,52.02,44.2,25.9,27.15,107.2,295.61,12.54,40.06,45.75,16.03,75.77,42.71,17.45,13.54,20.53,17.78,3.22,87.69,59.62,5.05,37.37,39.02,5.09,18.28,4.05,4.19,213.6,8.51,59.45,113.2,194.23,235.8,205.59
20201215,9.71,75.7,5.18,4.03,28.81,31.53,44.35,16.02,4.64,24.3,54.74,97.02,84.09,31.78,1816.01,23.83,101.29,53.16,43.52,26.01,27.04,105.84,295,12.51,40.4,45.57,15.98,76.31,42.29,17.66,13.56,20.08,17.77,3.19,86.3,58.42,5.01,36.87,38.52,5.08,18.35,3.97,4.15,218.38,8.33,61.5,115.9,196.91,228.5,204.9
20201216,9.65,75.38,5.19,4.04,28.61,32.33,44.06,16.1,4.62,23.83,56.78,97.01,86.35,32.29,1840,23.75,100.29,52.7,44.99,26.78,26.6,100.99,300,12.49,40.49,45.85,15.39,76,41.46,17.74,13.53,20.42,17.69,3.18,86.84,59.56,5,37.61,39.03,5.1,18.23,4.04,4.15,220.36,8.38,60.01,118.11,199.71,228.2,203.01
20201218,9.76,75.63,5.2,4.1,28.81,31.56,43.1,16.05,4.69,24.67,55.91,105.66,87.1,33.64,1845,23.94,101.4,53.17,44.81,27.66,26.14,97.48,330.34,12.72,40.7,43.77,16.71,77.65,41.38,19.07,13.65,20.46,17.92,3.17,87.79,59.3,5,37.43,38.91,5.14,18.2,3.99,4.26,217.25,9.19,63.35,121.8,189.04,233,201.9
20201221,9.75,73.8,5.17,4.07,29.03,31,42.89,15.91,4.64,24.77,56.36,107.86,88.82,35.69,1842.5,24.45,100,52.79,46.14,26.6,27,98.98,321.25,12.74,41.5,46.73,17.15,85.42,41.53,18.8,13.65,20.14,17.92,3.17,87.05,60.2,5,37.59,39.09,5.07,18.21,3.97,4.25,229.13,9.39,64.95,123.43,194.3,227.12,200.19
20201222,9.61,72.38,5.12,3.98,28.01,31.3,41.91,15.94,4.54,23.23,57.73,106.2,85.98,34.63,1881,23.51,95.8,51.53,42.25,26.42,25.81,97.02,327.86,12.47,40.96,45.88,16.11,87.9,40.45,17.8,13.27,19.81,17.22,3.15,84.15,57.85,4.94,35.81,37.38,5.02,17.62,3.88,4.14,236.95,8.75,63.4,124.7,193,212.76,193.5
20201223,9.55,73.1,5.12,3.99,28.2,32.52,42.32,15.65,4.51,24.35,57.88,106,86.96,38.09,1841.65,23.38,98.32,51.25,42.5,27.44,26.31,97.79,326.1,12.58,41.57,50.47,16.61,92.2,40.7,17.95,13.58,19.82,17.28,3.14,84.85,58.29,4.96,36.12,37.4,5,17.78,3.94,4.14,246.88,8.77,65.83,125.45,195.44,218.95,194.49
20201224,9.55,70.69,5.14,3.99,28.06,32.68,42.57,15.6,4.45,23.92,57.48,108.8,88.6,38.22,1830.34,23.31,91.86,51.38,40.06,28.4,25.85,96.17,318.61,12.59,40.51,50.45,16.5,90.6,40.09,18.02,13.38,20.17,17.1,3.14,84.2,57.69,4.96,36.31,37.25,4.97,17.66,3.9,4.16,252.2,8.91,65.5,126.2,195.43,230.02,189
20201225,9.58,72.84,5.18,4,28.02,33.71,42.72,15.72,4.49,23.4,55.69,115.01,91.21,40.58,1830,23.41,94.01,51.14,41,28.43,26.91,95.3,327.51,12.65,40,51.93,17.23,93.45,40.02,18.47,13.4,20.21,17.24,3.15,83.2,56.9,4.97,35.4,37.52,5,17.64,3.87,4.17,259,9.27,66.57,131.5,201,220,183.13
20201228,9.57,71.5,5.16,3.99,27.98,33.95,43.04,15.66,4.5,25.74,53.11,111,88,40.54,1873,23.66,93,50.19,40.74,28.98,26.73,93,358.3,12.54,41.89,53,16.74,92.15,39.29,18.55,13.27,20.49,17.03,3.14,84.62,57.18,4.97,36.25,37.4,4.95,17.39,3.91,4.14,257.6,9.44,67.43,128.85,196.63,223.89,184.25
20201229,9.53,72.95,5.16,4.02,28.15,33.47,42.83,15.76,4.49,23.82,51.58,108.28,89.35,36.95,1867,23.4,94.18,51.48,42.76,27.97,26.09,95.3,360,12.46,41.87,51.32,16.83,88.4,39.55,18.05,13.51,20.63,17.05,3.14,85.5,57.27,4.98,36.26,37.71,4.95,17.4,3.92,4.13,255.15,9.1,68.14,129.25,197.39,221.7,193.81
20201230,9.5,73.26,5.17,4.01,28.5,34.45,43.05,15.6,4.45,24.41,51.79,112.7,91.22,37.95,1933,23.44,101.25,51.34,42.15,28.1,27,98.1,363.88,12.49,43.96,54.3,17.59,90.74,40.65,18.03,13.67,20.9,17.14,3.13,85.88,56.88,4.96,36.22,37.38,4.94,17.51,3.95,4.13,263.12,9.27,70.2,131.21,199.97,227.38,195.22
20201231,9.68,75.66,5.2,4.03,29.4,34.98,43.95,15.82,4.46,24.44,53.99,111.46,91.04,38.44,1998,23.62,104.9,51.62,43.87,29.21,27.01,99,375.29,12.86,44.37,59.35,18.5,92.2,42,18.01,13.69,20.87,17.53,3.14,86.98,57.97,4.99,38.4,38.39,4.97,18.01,3.99,4.15,282.45,9.29,75.27,134.72,200.54,231.1,197.5
20210104,9.69,77.49,5.2,4.03,29.18,34.8,43.17,15.29,4.33,23.55,52.97,111.2,94.12,41.65,1997,24.17,106.17,52.28,45.71,30.01,27.85,100.2,373.63,12.96,47.36,65.29,17.98,100.1,41.9,17.99,13.8,19.65,17.61,3.13,85.18,56.49,5.01,38.35,37.83,4.91,18.04,3.89,4.19,292.25,10.04,74.85,137.11,200.52,230.05,198.62
20210105,9.68,77.3,5.17,4.02,29.14,36.55,42.18,15.1,4.29,22.71,52.6,113.23,97.62,42.5,2059.45,24.73,109.61,51.81,46.6,31.78,30.5,107.11,385.65,12.88,50.93,67.3,17.5,104.87,41.78,17.65,13.95,18.86,17.7,3.13,84.27,54.9,4.97,37.9,37.49,4.88,18.08,3.86,4.18,293.02,10.21,72.8,141.99,201.26,253.06,208.9
20210106,9.82,77.49,5.19,4.11,29.62,36.96,44.15,15.23,4.39,22.97,53.81,113.72,98.42,42.4,2100,24.36,103.19,55.88,46.29,31.65,29.7,106.71,395,12.89,50.56,68.5,17.23,107,43.82,17.95,13.87,19.73,17.69,3.13,85.74,55.16,4.97,38.17,38.99,4.95,18.26,3.92,4.25,288,10.5,72.31,143.74,206.62,264,203.72
20210107,9.81,75.85,5.2,4.12,29.75,40.39,45.9,15.06,4.28,23.23,52.24,115,106.99,44.06,2140,24.64,98.16,54.93,43.77,32.68,30.92,108.85,423.69,12.86,51.69,75.34,17.45,113.55,44.36,18.26,13.73,20.1,17.75,3.14,86.26,55.41,5,39.27,39.34,4.92,18.31,3.94,4.25,311,11.18,72.95,145.95,214.58,269.36,200.55
20210108,9.83,75.98,5.21,4.19,30.06,40.37,46.6,15.19,4.3,25.55,52.37,113.22,109,42.1,2090,24.26,99.51,56.45,43.11,33,31.68,106,411.99,12.93,49.27,74.22,17.07,110.4,43.59,18.63,14.24,20.32,17.68,3.14,86.1,55.09,5,39,39.03,4.96,18.42,3.92,4.29,291,11.35,71.18,146.21,214.25,266,202.56
20210111,9.69,73.41,5.15,4.06,29.28,41.88,48.42,15.04,4.39,26.43,50.13,111.3,108.67,39.32,2099.73,23.39,97.07,56.51,43.9,32.67,33.01,112.04,388.8,12.65,48.64,69.55,16.29,106.15,42.42,18.06,14.36,20.51,17.28,3.15,84.03,54.42,4.99,39.26,37.75,4.87,18.14,3.94,4.22,298.4,10.67,68.01,147.5,207,276.24,204.19
20210112,9.78,73.72,5.19,4.15,32.03,45.7,49.7,15.17,4.45,26.16,51.01,114.1,113.01,40.41,2160.9,23.5,101,56.94,45.09,35.2,35.87,112.77,398.76,13.39,49.67,74.8,17.06,109.95,45.08,18.22,14.57,20.85,18.04,3.15,87.82,56.61,5.02,40.25,40.81,4.94,19.54,3.98,4.31,319.1,10.9,73.61,149.96,211.26,289.19,206.14
20210113,9.84,77.59,5.19,4.22,30.95,44.2,49.4,15.45,4.63,25.05,50.13,112.57,113.69,39.35,2164,23.34,95,57.3,43.72,35.13,35.01,115.38,397,13.01,48.59,77.9,16.22,108.18,43.4,18.81,15.18,21.1,17.7,3.16,87.54,55.02,5.06,39.2,40.07,5.09,19.18,3.98,4.36,299.99,10.68,70.27,142.68,213,286.47,215.13
20210115,9.92,71.94,5.24,4.24,30.18,41.44,51.14,15.52,4.63,25.7,50.1,109.83,107.7,38.5,2082,22.88,95.59,55.58,42.84,33.31,33.44,114.79,371.61,12.84,46.65,66.9,16.02,102.35,42.48,18.73,15.25,22.71,17.42,3.2,86.9,55.92,5.15,41.08,41.41,5.03,18.85,4.08,4.28,280.01,10.56,68.05,139.46,204.6,286,214.8
20210118,10.08,72.2,5.23,4.16,30.35,41.65,51.92,15.96,4.59,24.77,50.29,107.83,109.8,38.3,2063,23.07,97,55.18,43.31,34.96,34.95,125.6,373.5,12.86,47.51,68.02,16.2,103.17,42.36,18.92,15.88,24.21,17.47,3.19,87.2,55.35,5.14,41.3,40.88,5.04,19.04,4.16,4.25,274.2,10.69,68.05,143.6,203.43,314.6,224.63
20210119,10.16,71.65,5.27,4.17,30.45,39.3,51.85,16.1,4.54,23.69,49.9,104.95,107.49,37.19,2009.41,23.14,97.5,55.07,45.59,33.76,32.87,127.15,358,12.79,46.14,66.8,16.26,102.5,42.22,18.74,15.1,23.88,17.55,3.2,86.8,56.8,5.2,42.2,40.93,5.06,19.14,4.21,4.26,268.15,10.28,69.68,143.38,200.19,314.89,225
20210120,9.98,70.8,5.22,4.16,31.1,39.85,51.72,15.68,4.46,23.45,50.02,105.97,109.95,38.32,2040.63,23.02,98.8,54,45.31,33.25,33.22,128.7,361,12.67,46.16,70.9,16.1,108.31,41.47,18.81,15.14,23.22,17.56,3.18,85.2,55.25,5.15,39.81,39.98,5.04,19.12,4.11,4.27,272.94,10.56,69.49,154.17,200.81,321,225.5
20210121,9.97,70.92,5.21,4.16,31.17,41.8,52.64,15.32,4.43,23.73,50.46,108.15,113.44,41.8,2070,23.06,101.99,53.25,47.29,34,33.68,127.7,378,12.66,46.25,73.08,16.28,114.02,41.58,18.9,15.19,23.41,17.69,3.16,84.44,54.8,5.13,39.65,39.59,5.02,19.3,4.23,4.25,272,10.97,71.15,160,203.02,319.6,218.05
20210122,9.79,71.17,5.14,4.07,30.33,41.3,51.64,14.83,4.34,23.57,51.74,112.6,116.49,44.85,2079.95,22.58,99.78,52.28,47.79,34.15,34.87,126.5,374.56,12.46,46.04,75.47,15.34,119.7,40.39,18.66,14.75,22.93,17.33,3.14,83.8,53,5.04,37.57,38.02,4.94,18.85,4.07,4.18,283,10.83,68.75,176,202.99,322.5,209.68
20210125,9.72,72.01,5.13,4.02,29.97,43.5,52.11,14.63,4.28,23.05,50.11,111.45,116.51,44.3,2175,22.04,95.86,53.04,51.1,35.31,32.9,116.82,391.09,12.31,48.83,74.65,14.81,116.77,40.77,18.25,15.2,22.91,17.19,3.14,84.88,53.2,5.05,38.49,38.66,4.9,18.67,4.1,4.15,308,11.05,68,184.1,208.48,322,202.07
20210126,9.68,72.18,5.13,4.03,28.78,41.47,51.4,14.6,4.35,22.7,50.13,107,117,45.82,2141.89,23.01,93.4,51.93,49.97,33.2,30.86,116.82,367.5,12.35,46.99,67.19,14.45,114.08,39.99,18.04,14.82,22.85,16.83,3.13,83,50.73,5.03,37.34,37.65,4.88,17.95,4.09,4.16,297.98,10.74,64.53,172.56,204.75,301.14,195.71
20210127,9.73,76.5,5.14,4.03,28.71,42.4,52,14.37,4.32,23.37,48.98,106.62,115.31,50.4,2089,22.23,95.66,51.7,49.64,33.7,31.08,116.86,363,12.26,46.21,65.18,14.23,123,39.82,18.1,14.86,23.45,16.84,3.15,83.04,50.83,5.07,38.05,37.75,4.89,17.84,4.11,4.15,297,10.42,64.5,169.25,199.6,310.16,190.68
20210128,9.66,75.8,5.12,3.98,28.5,40.36,51.61,14.05,4.24,22.7,46.41,104.66,111.37,49.19,2088,22.06,94.31,50.8,45.1,32,29.97,109.92,358,12.27,44.04,62.2,14.39,113.24,40.78,17.76,14.21,23.2,16.62,3.14,80.92,49.79,5.03,36.66,37.24,4.83,17.7,4.04,4.13,287,9.68,64.05,165,199.29,290.1,186.3
20210129,9.96,79,5.11,3.95,28.35,40.46,51.1,13.81,4.19,21.94,45.47,103.76,111.8,46,2116.18,22.21,97.13,50.44,43.09,31.85,29.57,105.38,374.42,12.26,44.2,59.59,14.51,107.55,40.06,17.4,14.29,23.1,16.38,3.15,79.08,48.33,5.09,34.69,36.15,4.81,17.39,4.05,4.09,294,9.6,61.01,166.34,197.15,289.57,182
20210201,10.44,71.1,5.14,3.95,28.3,41.72,52.4,13.82,4.18,21.68,46.89,102.55,121.07,43.4,2109.32,22.83,103.21,50.5,42.65,31.8,30.98,99,377.2,12.17,44.25,59.8,14.49,106.92,40.03,16.98,13.9,24.07,16.56,3.17,79.27,48.93,5.14,35.41,36.32,4.83,17.43,4.11,4.08,306,10.44,60.92,171.3,195.08,287.54,184.36
20210202,10.22,63.99,5.1,3.94,28.16,42.18,51.97,14,4.19,22.65,47.6,106,121.08,45.56,2145,22.3,107.83,50,42.19,33.26,30.79,96.6,403,12.21,44.98,60.99,14.68,109.01,39.68,16.86,13.7,23.59,16.43,3.15,78.18,48.46,5.09,36.4,35.96,4.82,17.46,3.99,4.09,331.01,10.8,61.57,174,199.03,298.98,189.55
20210203,10.26,59.3,5.09,3.97,27.97,43.44,53.05,13.76,4.13,22.15,46.65,105,123.19,46.32,2189.91,22.06,105.9,49.68,41.6,32.8,29.13,97.15,404.04,12.12,43.28,58.59,13.99,108.82,38.88,16.77,13.27,24.69,16.49,3.14,76.54,47.64,5.04,36.56,35.22,4.77,17.39,3.99,4.09,340.98,10.49,59.62,178.78,196,292,182
20210204,10.28,58.21,5.08,3.99,27.09,42.32,53.5,13.38,4.03,21.66,46.05,102.8,130,45,2320.85,21.25,103.5,49,39.58,32.77,28.37,102.37,391.56,11.93,43.73,57.33,13.56,110.74,36.81,16.68,13.52,24.77,16.16,3.15,79.62,47.94,5.07,37.28,33.99,4.69,16.89,3.98,4.09,328.94,10.15,59.68,173.13,194,283.75,185.97
20210205,10.72,58.38,5.17,3.96,27.02,41.58,54.74,13.75,4.03,21.57,47.42,107.3,123.75,45.59,2313,20.81,99.25,50.19,39.61,33.68,26.79,100.32,396,11.92,44.15,55.89,13.4,114.62,35.18,16.35,13.21,25.76,16.18,3.19,79.72,48.66,5.18,38.82,33.8,4.74,16.83,4.36,4.09,346.95,9.8,60.5,176.22,192.51,285.1,175.7
20210208,10.72,55.3,5.16,3.99,27.32,44.97,55.26,13.95,4.06,21.72,46.25,106.28,131.89,46.68,2368.8,21.18,102.25,51.22,39.56,34.66,27.69,110.35,395,11.83,45.72,57.65,13.68,112.2,35.56,16.42,13.25,26.75,16.19,3.18,78.57,47.2,5.16,38.88,32.41,4.77,16.9,4.24,4.12,357.99,10.59,63.12,177,194.9,302.9,179.07
20210209,10.68,58.48,5.14,4.11,27.99,46.84,55.26,13.88,4.09,21.27,47.04,109.74,137.39,51,2456.43,21.39,105.65,51.12,41.15,34.38,28.2,110.9,403.22,11.94,46.02,63.42,14,117.41,36.43,16.62,13.62,26.81,16.41,3.16,78.13,47.8,5.15,38.48,33.21,4.8,17.31,4.21,4.17,359.73,11.34,63.13,182.03,206.4,299.4,183.66
