trade_date,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600438.SH,600519.SH,600547.SH,600570.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600809.SH,600837.SH,600887.SH,600893.SH,600918.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601211.SH,601288.SH,601318.SH,601336.SH,601398.SH,601601.SH,601628.SH,601668.SH,601688.SH,601818.SH,601857.SH,601888.SH,601899.SH,601995.SH,603259.SH,603288.SH,603501.SH,603986.SH
20220817,7.28,57.49,3.66,4.15,20.2,16.65,34.24,16.36,3.56,16.56,43.18,36.63,86,54.8,1918,18.38,41.45,32.76,21.18,24.32,24.03,70.92,269.4,9.6,36.34,51.4,7.49,60.61,27.28,29.06,9.65,17.9,14.71,2.83,41.29,28.14,4.34,20.08,27.69,4.98,13.26,2.86,5.16,193.16,9.02,43.92,91.94,79.14,108,123.25
20220819,7.2,56.44,3.63,4.14,19.98,16.26,33.85,16.81,3.58,16.27,42.62,35.9,84.88,59.96,1895.01,17.92,31.22,31.9,20.39,24.31,26.31,68.71,265.04,9.52,35.78,49.68,7.41,56.12,26.57,29.7,9.52,17.8,14.56,2.83,40.97,27.79,4.33,19.89,27.17,4.95,13.12,2.84,5.18,188,8.84,42.49,90.41,78.17,105.45,119.3
20220822,7.23,56.1,3.62,4.17,19.95,16.29,33.62,16.7,3.58,16.47,42.44,35.04,89.36,61.18,1893.98,17.95,31.17,32.18,21.22,24.4,26.95,69.18,265.43,9.5,35.87,50.71,7.34,53.41,26.4,30.15,9.52,17.76,14.6,2.82,41.15,27.8,4.33,19.8,27.07,5.02,13.13,2.85,5.23,193.13,9.05,42.23,91.22,78.33,104.99,119.66
20220823,7.17,56.02,3.6,4.19,19.9,16.07,33.1,16.46,3.55,16.29,41.5,34.62,90.88,59.05,1870.01,17.96,31.33,31.47,21.75,24.26,26.47,68.07,261.65,9.45,35.43,50.69,7.37,54.2,26.79,30.56,9.44,17.61,14.66,2.82,40.72,27.71,4.32,19.62,26.96,4.98,13.13,2.83,5.3,192.98,9,42.7,89.05,77.94,102.25,118.21
20220824,7.15,56.18,3.59,4.16,19.54,15.46,32.84,16.42,3.5,15.97,40.71,34.48,89,58.43,1854.2,17.72,30.31,31.03,20.69,24.3,25.03,64.09,263,9.35,35.16,47.74,7.23,52.68,26.31,30.84,9.37,17.58,14.48,2.82,41.61,27.69,4.32,19.71,28.3,4.92,12.97,2.82,5.33,189.8,8.88,41.77,87.8,77.43,95.17,114.97
20220825,7.2,57.69,3.6,4.23,20.12,15.6,33.69,16.89,3.53,16.18,40.7,34.99,89.49,57.48,1885,18.03,30.47,32.1,20.48,24.46,24.52,63.03,276,9.52,35.8,47.95,7.31,52.85,26.48,32.38,9.31,17.9,14.73,2.83,43.1,28.48,4.34,20.27,29.2,5.02,13.16,2.83,5.49,192.82,9.13,42.19,88.65,78.31,92.9,114.35
20220826,7.22,57.77,3.62,4.25,19.4,15.52,33.7,16.68,3.53,15.88,40.93,34.77,88.67,56.43,1898,18.09,32.44,31.81,20,24.33,24.67,62.51,286.93,9.51,36.19,48.17,7.24,53.06,25.88,31.26,9.36,17.88,14.72,2.82,43.12,28.2,4.35,20.29,29.44,5.01,13.13,2.83,5.44,192.41,9.15,41.81,89.55,79.16,92.1,114.9
20220829,7.15,57.06,3.58,4.26,19.37,15.56,33.28,16.61,3.52,15.5,40.61,34.23,87.8,56.78,1878.82,17.9,32.7,31.42,19.29,24.57,24.59,64.6,285.3,9.45,35.95,49.91,7.27,53.41,25.71,31.88,9.24,16.93,14.68,2.82,43.07,28.06,4.33,20.17,29.02,5.04,13.02,2.83,5.48,192.25,9.02,41.69,88.52,78.57,91.62,114.49
20220830,7.19,56.32,3.59,4.29,19.25,15.58,33.79,16.95,3.58,15.48,40.08,33.67,88.45,55.56,1870,17.92,33.33,30.99,20.07,25.4,24.91,64.96,284.09,9.41,36.13,47.88,7.33,52.8,25.6,30.52,9.2,16.82,14.68,2.82,42.89,28.34,4.36,20.47,29.5,5.07,13.11,2.85,5.47,190.4,8.9,41.51,87.35,78.25,93.26,112.52
20220831,7.27,56.42,3.6,4.27,19.52,15.75,35.05,17.3,3.55,15.47,40.36,34.66,88.57,52.88,1924,17.9,33.64,31.92,20.09,25.87,23.54,64.6,293,9.48,35.74,45.97,7.41,51.2,26.64,30.34,9.29,17.11,14.79,2.85,43.84,28.81,4.38,20.97,30.7,5.14,13.14,2.87,5.34,195.5,8.8,41.7,89.65,80.56,93.74,115.97
20220901,7.23,54.77,3.61,4.23,19.3,15.85,34.5,17.31,3.54,15.3,40.9,34.34,88.11,52.82,1880.89,17.82,34.5,31.6,20.37,26.21,23.56,62.71,292.58,9.39,34.55,45.88,7.33,51.65,26.8,31.11,9.22,17.11,14.73,2.83,43.65,28.85,4.36,20.82,30.45,5.15,13,2.88,5.36,186.8,8.65,41.17,87.75,78.61,90.58,112.95
20220902,7.21,55.08,3.62,4.26,19.24,15.61,34.32,17.02,3.53,15.26,40.21,33.9,86.95,52.21,1875,17.69,34.37,31.17,20.15,25.63,23.97,63.25,288.53,9.32,33.9,45.22,7.28,50.95,26.89,30.66,9.31,17.03,14.62,2.83,43.7,28.68,4.35,20.75,29.7,5.11,12.92,2.87,5.42,180.31,8.52,41.55,86.25,78,89.87,113.25
20220905,7.26,55.09,3.62,4.34,19.27,15.45,34.23,17.22,3.56,15.21,36.19,33.73,88.65,52.45,1835,17.75,33.73,31.01,19.79,25.58,23.63,62.27,282.78,9.4,33.37,45.77,7.33,50.49,27.31,32.56,9.33,17.08,14.84,2.84,43.8,28.92,4.36,20.9,29.86,5.17,13.05,2.89,5.56,180.1,8.59,41.74,83.8,76.25,88.52,111.22
20220906,7.26,57.09,3.63,4.41,19.48,15.73,33.62,17.63,3.58,15.42,35.42,33.88,91.5,56.87,1845,18.01,33.66,31,19.71,25.69,24.49,61.53,286.02,9.46,33.63,47.14,7.38,53.16,27.55,32.88,9.44,17.06,14.92,2.84,43.9,29.09,4.36,21.08,30.34,5.24,13.18,2.89,5.61,182.72,8.84,42.56,84.21,76.32,88.87,112.71
20220907,7.22,57,3.6,4.41,19.37,15.6,33.38,17.55,3.55,15.4,35.55,33.43,90.52,56.69,1818.01,18.04,33.59,30.41,19.62,25.8,25.32,61.67,278.12,9.47,33.22,47.24,7.39,53.46,26.94,32.61,9.39,17.09,14.88,2.83,43.6,28.87,4.35,20.98,30.25,5.23,13.14,2.87,5.58,183.95,8.94,42.73,84.24,75.65,89,116.63
20220908,7.24,58.72,3.59,4.41,19.31,15.75,33.3,17.58,3.58,15.35,33.96,33.73,92.01,56.5,1815,18.37,33.99,30.2,19.33,25.88,24.74,60.41,285.59,9.44,33.27,47.76,7.33,53.39,26.82,32.3,9.44,17.01,14.84,2.83,43.84,28.77,4.35,20.95,30.76,5.23,13.14,2.88,5.53,186,9.06,42.18,82.74,75.8,87.7,115.3
20220909,7.31,59.05,3.61,4.45,19.78,16.26,34.5,18.47,3.6,15.48,35,34.78,95.61,54.56,1844.79,18.46,35.3,31.37,19.54,26.5,24.75,60.7,291.21,9.54,33.7,48.03,7.45,53.18,27.49,32.73,9.47,17.38,15.07,2.84,44.69,29.25,4.36,21.47,31.5,5.36,13.28,2.89,5.59,191.09,9.19,42.7,84.83,79.4,88.92,114.92
20220913,7.35,59.44,3.62,4.43,19.83,16.3,35.35,18.09,3.59,15.65,34.44,35.52,93,54.99,1879,18.55,36.15,31.96,19.58,26.48,24.33,60.12,293,9.52,33.74,49,7.44,53.27,27.32,32.45,9.49,17.59,14.97,2.85,45.06,29.36,4.38,21.52,31.46,5.32,13.24,2.91,5.55,192.47,9.29,42.95,76.35,81.01,89.1,114.19
20220914,7.28,58.73,3.61,4.38,19.58,16.15,34.86,18.14,3.54,15.44,33.76,35.68,91.36,53.73,1869,18.22,36.3,31.59,19.71,26.49,23.88,59.67,292.3,9.46,33.6,49.23,7.36,52.55,26.81,32.35,9.38,17.38,14.81,2.85,44.65,28.98,4.36,21.26,31.63,5.26,13.11,2.88,5.52,191.55,9,39,75.32,81.9,88.34,112.42
20220916,7.14,57.81,3.57,4.3,18.42,15.6,34.95,18.05,3.48,15.02,32.17,34.83,90.38,49.52,1859,17.37,33.99,31.19,19.53,26.06,21.95,55.6,289.5,9.05,32.88,46.88,6.93,48.3,24.97,30.96,9.12,17.22,14.12,2.85,43.93,27.7,4.36,20.88,31.06,5.15,12.41,2.86,5.37,188.51,8.68,37.45,73.74,80.94,83.7,106.21
20220919,7.16,60.27,3.51,4.18,18.42,14.97,35.09,18.44,3.45,15.01,32.19,34.69,91.36,49.87,1871.64,17.09,33.69,30.45,18.03,26.16,20.99,54.3,293.75,9.06,32.9,46.01,6.79,48.12,24.96,31.5,8.89,17.34,14.11,2.87,43.93,27.48,4.38,20.42,30.86,5.24,12.35,2.87,5.35,188.45,8.62,37.31,73.6,81.47,86.2,104.55
20220920,7.11,60.36,3.5,4.22,18.42,14.96,34.54,17.64,3.43,14.89,32.27,34.13,89.55,50.3,1878,17.46,32.77,29.58,18.19,25.87,19.51,52.96,296.09,9.09,32.66,45.75,6.8,50.04,24.85,31.35,8.74,17.08,14.18,2.84,43.24,27.1,4.37,20.1,29.84,5.11,12.33,2.84,5.16,194.23,8.7,37.3,74.05,80.78,85.84,105.44
20220921,7.13,59.91,3.51,4.25,18.43,15.06,34.41,17.83,3.44,14.92,31.7,33.43,87.94,50.09,1848,17.62,32.74,29.18,18.29,25.19,18.9,51.93,292.15,9.07,32.48,44.8,6.83,49.19,24.3,31.18,8.75,17.15,14.21,2.86,43.15,27.5,4.37,20.25,29.82,5.15,12.33,2.85,5.23,185.54,8.71,36.65,71.9,79.06,85,102.3
20220922,7.12,59.26,3.5,4.39,18.39,14.69,34.17,17.52,3.42,14.81,30.99,32.64,88.05,49.12,1820.81,17.85,32.8,28.73,18.49,24.56,18.38,51.93,292.44,9.12,32,46.6,6.76,49.18,24.37,31.99,8.68,17.05,14.25,2.86,42.48,27.35,4.39,20.26,29.91,5.12,12.33,2.86,5.34,187.1,8.65,36.48,70.15,78,83,101.06
20220923,7.16,59.45,3.52,4.47,18.36,14.42,34.36,17.55,3.48,14.77,30.48,32.93,87.76,49.3,1834.43,17.79,32.52,28.66,18.05,24.5,17.93,50.48,291.89,9.12,32.45,46.74,6.76,48.54,24.4,31.18,8.69,17.1,14.25,2.88,43.02,27.57,4.4,20.39,30.88,5.22,12.44,2.88,5.44,185.41,8.53,36.34,69.42,77.96,82,98.24
20220926,7.06,59.85,3.44,4.27,18.02,14.05,33.95,17.69,3.36,14.55,30.09,31.9,87.28,48.68,1863,17.02,32.04,28.33,17.76,24.95,17.98,50.52,299.65,8.97,32.36,45.29,6.64,48.8,23.75,30.36,8.55,16.75,14.01,2.85,42.49,26.85,4.35,19.9,30.82,5.15,12.21,2.83,5.11,194.51,7.82,35.67,70.47,79.7,83.55,98.35
20220927,7.07,62.43,3.44,4.28,18.07,14.37,33.9,17.67,3.41,14.65,30.45,33.65,87.66,49.32,1888,17.03,33.67,28.61,18.11,25.6,18.2,51.38,308.18,8.98,33.22,46.47,6.74,48.99,24.01,30.4,8.65,16.81,13.99,2.83,42.44,27.18,4.34,20.03,31.1,5.15,12.35,2.84,5.1,202.45,7.85,36.15,72.24,81.89,84.9,99.91
20220928,7.08,60.89,3.42,4.25,17.72,14.09,33.67,17.52,3.37,14.49,29.56,33.47,87.08,46.9,1883,16.6,33.51,28.3,17.84,25.3,17.59,49.32,306.85,8.82,33.26,43.98,6.66,47.9,23.42,30.64,8.56,16.84,13.86,2.85,41.89,27.14,4.35,20.08,31.48,5.1,12.26,2.83,5.07,202.48,7.48,35.83,70.8,83,82.63,97.4
20220929,6.99,59.25,3.38,4.26,17.4,13.85,33.15,17.28,3.34,14.27,29.61,34.97,89.49,47.98,1880.35,16.82,33.52,28.11,17.8,24.94,17.77,49.11,304.28,8.58,33.3,43.38,6.57,50.08,23.15,31.41,8.38,16.54,13.58,2.82,41.32,26.74,4.33,19.81,31.77,5.01,12.18,2.81,5.11,197.25,7.7,34.74,72.55,84,81.48,96.24
20220930,7.04,57.78,3.39,4.29,17.42,13.88,33.65,18,3.35,14.3,29.56,35.1,92.1,46.96,1872.5,17.13,33.89,28.81,17.6,24.77,17.48,47.67,302.89,8.66,32.98,41.95,6.6,47.91,23.17,31.64,8.52,16.65,13.67,2.86,41.58,26.94,4.35,20.33,31.63,5.15,12.12,2.82,5.13,198.25,7.84,34.41,71.69,82.82,80.13,93.75
20221010,7.03,57.5,3.4,4.34,17.33,13.69,31.8,18.32,3.38,14.2,28.19,34.26,89.93,46.56,1786,17.09,33.46,28.19,17.02,24.81,16.91,45.6,283.1,8.66,32.3,41.44,6.47,45.89,22.65,31.98,8.16,16.49,13.6,2.87,41.43,26.94,4.36,20.11,31.19,5.22,12,2.81,5.27,187.8,7.77,34.06,69.15,75.08,74.89,85.5
20221011,7.01,57.68,3.42,4.32,17.39,13.61,31.4,17.89,3.37,14.16,27.97,34.1,92.77,47.44,1779.99,16.97,32.44,27.95,16.73,24.84,16.99,44.7,283.1,8.62,32.36,41.5,6.49,46.51,22.97,31.61,8.18,16.33,13.6,2.87,41.2,26.59,4.37,19.86,30.84,5.13,12.05,2.82,5.21,185.63,7.88,33.44,69.4,73.45,75.5,83.38
20221012,7.05,55.6,3.43,4.34,17.79,14.5,30.95,18.13,3.42,14.35,28.72,33.25,94.2,48.36,1760,17.06,33.41,28.34,17.38,24.99,17.59,47.06,278.5,8.74,32.56,42.59,6.61,48.38,23.94,31.93,8.31,16.48,13.85,2.86,41.92,27.24,4.4,20.71,32.14,5.25,12.28,2.82,5.2,181.03,7.99,34.04,69.8,72.75,76.75,83.43
20221013,7,56.21,3.4,4.28,17.71,14.45,29.89,17.68,3.43,14.19,29.39,34.54,92.99,47.5,1699.99,17.03,34.31,28.63,18.09,24.19,17.41,46.29,273.6,8.62,32.56,43.29,6.58,47,23.76,31.07,8.35,16.3,13.79,2.86,41.36,27.43,4.35,20.69,32.43,5.15,12.23,2.81,5.13,180.15,7.84,34.14,73.6,75.35,76.5,82.3
20221014,7.03,55.8,3.42,4.33,18.07,14.66,31.08,17.25,3.43,14.56,31.15,37.99,92.41,50.35,1737.61,17.25,35.05,28.9,18.41,24.64,18.07,48.43,277.94,8.73,32.81,45.21,6.68,51.22,24.23,31.54,8.44,16.51,13.88,2.85,41.94,27.59,4.34,20.8,31.25,5.22,12.41,2.82,5.17,185.46,7.96,34.89,80.96,74.9,80.39,86.43
20221017,7.02,57.95,3.41,4.29,18.18,15,31.02,17.09,3.43,14.71,31.35,39.55,92.69,49.76,1718.5,17.26,35.38,28.63,19.35,24.43,18.92,48.8,271.58,8.77,33.01,46.62,6.75,50.45,24.22,31.18,8.52,16.53,13.9,2.85,42.1,27.57,4.35,20.79,31.72,5.2,12.42,2.81,5.18,186.93,8.05,35.15,82.4,75.72,80.81,86.77
20221018,7.02,57.15,3.4,4.29,18.17,14.78,30.8,16.79,3.42,14.67,31.69,39.46,90.9,49.51,1705.83,17.2,34.29,28.38,19.23,24.77,18.51,48.39,270.5,8.74,32.77,46.32,6.68,50.05,24.12,30.99,8.5,16.56,13.87,2.85,41.75,27.26,4.35,20.49,30.3,5.18,12.39,2.81,5.16,189,8,34.94,81.84,74.95,80.37,85.4
20221019,6.97,56.67,3.4,4.26,18.1,14.63,30.26,16.87,3.38,14.39,31.1,39,85.51,48.93,1648,16.91,34.43,28.02,19.03,23.51,18.18,47.5,262.6,8.63,32.5,46.04,6.61,49.13,23.86,31.04,8.4,16.15,13.77,2.84,41.27,26.85,4.34,20.15,29.56,5.13,12.28,2.8,5.11,179.6,7.92,34.52,80.15,71.03,79.2,84.1
20221021,6.92,57.34,3.36,4.34,18.2,14.49,29.58,16.77,3.44,14.21,32.35,39.97,86.42,47.01,1624,16.88,34.27,27.79,19.34,23.08,18.26,47,266.5,8.58,29.94,45.5,6.64,47.5,24.1,30.82,8.47,15.99,13.76,2.86,39.65,26.43,4.35,19.87,29.37,5.16,12.33,2.82,5.19,175.57,7.93,34.72,76.91,70.41,78.32,85.18
20221024,6.81,54.61,3.31,4.33,17.76,14.15,28.02,16.24,3.36,13.91,30.79,38.98,86.05,45.82,1501.28,17.2,33.71,26.54,20.66,22.16,17.94,45.91,242.84,8.32,28.9,48.45,6.55,45.88,23.67,29.85,8.29,15.3,13.45,2.85,37.7,25.06,4.36,18.8,28.28,4.99,12.07,2.79,5.17,167,7.94,33.93,74.23,67.9,75.96,85.5
20221025,6.84,56.52,3.32,4.28,17.53,14.41,28.19,16.15,3.34,14.19,31.11,38.12,83.5,47.37,1479.75,16.95,32.04,26.81,21.23,22.08,17.85,45.31,244.1,8.39,29.15,48.1,6.44,48.7,23.27,29.83,8.38,15.36,13.45,2.85,37.72,24.1,4.34,18.65,28.54,5,12.04,2.76,5.12,171.39,7.9,34.12,73.2,69.14,74.79,83.8
20221026,6.82,57.35,3.31,4.23,17.53,14.71,27.93,15.49,3.35,14.16,32.05,39.72,82.36,47.73,1464.08,17.28,33.98,26.76,23.35,21.79,18.28,46.88,240.95,8.4,29.1,48.31,6.5,49.93,24.09,29.01,8.3,15.23,13.52,2.83,37.67,24.14,4.28,18.62,28.26,4.89,12.06,2.76,5.08,173.01,7.94,34.44,78.2,67.87,76.66,86.6
20221027,6.82,56.76,3.32,4.28,17.6,14.82,27.94,15.7,3.38,14.33,31.9,39.72,83.13,47.08,1401,17.55,37.38,27.05,24.93,21.7,18.37,46.38,229.7,8.47,28.76,47.81,6.56,50.35,24.15,29.33,8.39,15.25,13.58,2.8,37.66,24.41,4.25,18.57,27.95,4.92,12.14,2.75,5.11,169,8.23,34.73,78.5,63.68,75.85,86.81
20221028,6.8,56.24,3.29,4.28,17.22,14.36,27.18,15.33,3.34,14.04,30.91,38.95,82.2,45.17,1360,17.43,38.45,25.3,23.6,21.3,17.35,43.53,234.63,8.37,25.88,46.98,6.42,49.25,23.82,29.36,8.28,15.06,13.4,2.8,36.73,23.88,4.25,18.01,27.26,4.9,11.92,2.74,5.07,167.45,8.1,33.67,78.39,61.7,71.7,82.99
20221031,6.64,53.38,3.3,4.07,17.21,13.5,26.82,13.8,3.36,13.75,33.03,40.2,80.36,43.5,1350,17.3,41.68,24.28,24.44,20.8,17.27,47.88,232.38,8.44,25.24,48.64,6.36,47.98,23.61,28.03,8.2,15.03,13.22,2.76,36.15,23.37,4.15,19.03,26.6,4.75,11.97,2.72,4.79,160.36,7.92,34.64,76.4,59.68,73.37,82.27
20221101,6.74,58,3.35,4.11,17.9,14.85,28.19,13.61,3.41,14.11,34.39,41.49,81.55,45.06,1462.01,17.54,41.92,25.27,26,21.45,18.09,50.95,250.98,8.6,26.54,47.75,6.62,51.05,24.55,28.42,8.56,15.42,13.44,2.73,37.46,24.36,4.08,20.64,28.05,4.83,12.28,2.75,4.85,176.4,8.2,35.3,81,64.12,76.84,85.86
20221102,6.71,59.77,3.37,4.12,17.91,15.16,28.42,13.97,3.75,14.33,35.97,41.98,81.79,45.46,1471.96,17.66,40.8,25.28,27.3,21.86,18.25,51.05,255.91,8.58,27.34,47.08,6.66,51.56,24.66,29.15,8.66,15.35,13.42,2.72,37.4,24.34,4.07,20.57,27.71,4.8,12.27,2.76,4.89,182.3,8.26,35.63,81.13,66,78.28,87.25
20221103,6.66,58.57,3.38,4.2,17.73,15.21,28.05,13.66,3.71,14.17,34.88,42.09,81.5,45.35,1439.5,17.54,38.68,24.94,24.62,21.42,19.1,52.09,248.66,8.44,26.64,47.79,6.7,50.12,24.82,28.83,8.63,15.14,13.27,2.72,36.93,24.39,4.06,20.42,27.81,4.74,12.15,2.75,4.89,182.61,8.14,36.2,81.23,66.38,79.35,90.25
20221104,6.79,60.6,3.43,4.23,18.25,15.36,29.08,14.06,3.65,14.5,36.71,41.8,82.41,47.7,1516.57,17.67,40.48,25.7,24.77,22.22,19.47,52.82,259.83,8.6,27.73,48.07,6.81,52.4,25.2,29.74,8.69,15.43,13.55,2.75,38.31,25.18,4.09,21.37,29.46,4.82,12.47,2.78,4.95,197.09,8.36,36.55,84,69.8,81.64,90.97
20221107,6.81,59.56,3.41,4.27,18.27,15.27,29.16,14.04,3.58,14.51,35.9,41.99,82.85,47.44,1507.11,17.89,39.61,26.06,24.51,22.45,20.6,52.82,264,8.58,27.71,47.06,6.81,52.11,25.06,30.17,8.69,15.47,13.54,2.75,38.79,25.67,4.08,21.57,29.98,4.88,12.46,2.78,5.05,191.3,9.09,36.18,86.18,72.61,82.09,90.11
20221108,6.79,58.96,3.41,4.28,18.28,15.04,29.15,14,3.54,14.39,34.97,40.7,82.17,46.84,1484.88,18.02,40.45,26.01,25.15,22.49,20.05,52.42,258.26,8.55,27.36,47.01,6.77,51.32,25.1,29.91,8.72,15.45,13.47,2.73,38.69,25.7,4.09,21.61,30.15,4.89,12.42,2.79,5.06,191.35,9.06,36.34,83.65,70.76,80.95,88.95
20221109,6.79,58.93,3.39,4.28,18.25,15.05,29.18,14.35,3.45,14.28,35.26,40.75,82.32,45.55,1459.9,18.68,39.65,26.01,24.61,22.42,20.06,51.82,252.72,8.52,27.21,46.31,6.77,49.96,24.74,29.41,8.64,15.49,13.44,2.75,38.37,25.53,4.1,21.08,29.7,4.91,12.33,2.79,5.02,189.11,9.29,36.3,82.53,69.22,79.98,88.16
20221110,6.78,59.59,3.39,4.25,18.43,14.96,29.19,14.39,3.46,14.25,34.73,40.19,81.58,45,1475,18.58,40.39,26.04,24.21,22.36,19.48,50.6,258.99,8.56,27.71,44.96,6.76,48.36,25.05,29.45,8.62,15.56,13.5,2.76,38.46,25.63,4.11,21.28,30.03,4.93,12.4,2.79,4.95,188.99,9.15,36.37,82.27,70.69,78.78,86.77
20221111,6.94,57.23,3.44,4.29,18.96,15.9,31.24,15.83,3.47,14.51,34.71,39.22,86.48,45.9,1528.15,20.08,41.1,27,24.45,23.68,19.61,52.1,268.48,8.74,28.42,45.07,6.85,48.34,25.4,29.85,8.84,16.15,13.78,2.79,40.33,26.42,4.15,22.02,31.38,5.18,12.62,2.84,5.05,195.88,9.92,37.65,85.36,72.2,81.09,89.08
20221114,7.03,53.82,3.45,4.29,19.2,15.86,33.14,16.29,3.46,14.39,35.25,40.76,88.65,44.84,1533,19.5,41.53,27.58,24.46,24.04,19.48,52.56,262.12,8.75,28.36,43.8,6.88,47.35,25.84,28.6,8.95,16.67,13.8,2.8,41.6,26.79,4.15,22.43,32.49,5.29,12.81,2.86,5.03,187.5,9.97,37.88,87.16,72.7,80.68,92.7
20221115,7.06,55.52,3.48,4.28,19.8,16.07,33.28,16.1,3.54,14.58,35.42,40.24,89.19,45.8,1588,19.55,43.1,29.09,24.52,24.15,20.51,57.82,264.2,8.93,29.2,44.21,7.07,47.97,26.87,28.59,9.05,16.7,14.09,2.8,42.49,27.17,4.17,22.76,32.5,5.32,13.14,2.87,5.03,191,9.92,38.98,87.33,72.68,88.75,101.97
20221116,7.03,54.72,3.45,4.3,19.43,15.76,33.38,15.65,3.59,14.55,35.62,40.5,88.35,45,1585.25,20.05,42.79,28.53,24.94,23.98,19.95,59.7,266.11,8.83,29.2,44.5,6.98,46.65,26.18,28.84,8.99,16.51,13.92,2.79,42.3,26.83,4.16,22.3,31.76,5.26,13.03,2.87,5.06,194.2,9.99,38.34,88.25,73.28,88.17,103.25
20221118,6.91,53.76,3.4,4.25,19.15,15.48,32.07,15.57,3.78,14.41,38.44,40.27,89,43.94,1567.13,19.64,43.68,27.88,26.02,24.02,19.32,58.45,263.23,8.8,29.12,43.85,6.94,47,25.74,28.28,8.95,16.22,13.81,2.79,42.16,26.7,4.17,22.95,32.1,5.23,12.96,2.82,5,190.8,9.64,37.7,86.51,71.9,85.4,103.75
20221121,6.88,52.24,3.41,4.24,18.85,15.38,31.87,15.64,3.71,14.36,38.54,40.79,86.45,44.05,1519.98,19.41,42.38,27.52,24.24,23.6,19.32,56.24,255.99,8.69,28.74,44.5,6.81,47.75,24.5,27.99,9,16.11,13.69,2.79,41.21,26.4,4.18,22.84,31.37,5.17,12.74,2.82,4.97,184.52,9.42,37.38,85.45,72.1,85.23,100.38
20221122,7.02,52.37,3.46,4.32,19.16,15.46,32.45,15.72,4.08,14.43,36.62,39.92,87.5,42.99,1539.95,19.61,42.29,27.66,23.63,23.91,18.9,56.1,255.8,8.76,28.67,45.1,6.79,46.56,24.69,28.57,9.1,16.51,13.78,2.81,41.97,26.97,4.23,23.52,32.76,5.46,12.85,2.88,5.07,183.25,9.53,37.76,83.8,71.07,82.87,100.72
20221123,7.05,52.1,3.46,4.4,19.22,15.47,32.22,15.82,3.99,14.55,35.35,39.5,86.49,44.25,1549,19.54,42.66,27.59,23.59,24,18.78,55.3,253.3,8.77,28.47,45.36,6.78,47.59,24.68,29.34,9.05,16.7,13.86,2.84,41.77,27.07,4.26,23.27,32.74,5.52,12.88,2.91,5.14,181.16,9.55,38,82.01,70.5,82.6,99.6
20221124,7.03,51.43,3.47,4.38,19.1,15.58,32.22,15.93,3.8,14.52,36.06,39.37,86.52,43.91,1519.99,20.05,40.95,27.71,23.1,23.82,18.08,55.08,248.99,8.73,28.48,45,6.73,47.15,24.65,29.41,8.96,16.62,13.78,2.83,41.8,26.85,4.25,22.96,32.5,5.42,12.83,2.91,5.11,179.1,9.74,37.55,82.18,70.15,81.79,98.63
20221125,7.17,51.71,3.52,4.49,19.35,15.9,33.02,16.84,4.17,14.65,35.04,39.63,87.9,43.08,1522.01,20.89,40.45,28.22,22.91,24.2,17.94,55.33,248.88,8.8,28.5,44.17,6.76,45.73,24.7,30.26,9.05,17.01,13.88,2.87,42.75,27.42,4.32,23.85,33.62,5.74,13,2.96,5.18,178.66,9.79,38.33,81.94,70.03,81.24,100.38
20221128,7.07,53.4,3.45,4.45,19.01,15.33,31.96,16.33,4.18,14.36,35.48,39.18,86.99,42.87,1509.88,20.86,39.94,27.45,22.53,23.54,17.69,53.28,245.89,8.71,28.47,45.03,6.67,44.59,23.86,30.37,8.76,16.73,13.67,2.86,41.41,27.16,4.24,23.45,33.37,5.64,12.7,2.92,5.11,183.86,9.58,38.12,76.07,70.19,79,98.06
20221129,7.27,55.53,3.52,4.49,19.74,16.19,34.86,17.9,4.14,14.77,37.15,40.05,90.92,43.15,1599,20.41,40.1,29,22.87,24.6,17.96,55,260.86,8.98,29.11,44.9,6.94,44.96,24.88,30.25,9.11,17.81,14.03,2.88,44.78,28.84,4.32,24.44,35.78,5.88,13.17,3,5.19,194.97,9.87,39.13,78.2,70.55,81.12,102.1
20221130,7.22,55.48,3.52,4.53,19.82,15.91,34.96,16.65,4.41,15.18,37.1,39.83,89.5,43.32,1599,20.45,39.96,28.59,22.91,24.53,18.04,55.08,256.05,8.94,28.85,45.59,6.89,45.78,24.57,30.55,9.15,17.7,13.99,2.88,44.95,28.68,4.3,24.34,36.15,5.88,13.07,2.99,5.24,197.48,9.83,38.39,78,70.36,81.29,100.79
20221201,7.22,54.25,3.51,4.51,19.97,15.92,35,16.57,4.72,15.07,36.23,40.47,90.45,43.89,1630.8,20.97,40.9,28.6,23.38,24.49,18.4,56.75,260.62,8.95,29.91,45.57,6.88,47.01,24.87,29.86,9.19,17.53,14.12,2.86,44.83,28.53,4.25,24.18,35.58,5.74,13.17,2.98,5.19,204,10.3,38.42,80,74.1,82.19,101.69
